ligand,electrophile,electrophile_pci_name,nucleophile,nucleophile_pci_name,yield,ligand_smiles,electrophile_smiles,nucleophile_smiles,product_smiles
PPh3,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,1-(4-Nitrophenyl)-2-phenylimidazole,I,69.06,c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,CC(C)(C)NS(=O)(=O)c1cncc(-c2cnc(-c3ccccc3)n2-c2ccc([N+](=O)[O-])cc2)c1
X-Phos,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,1-(4-Nitrophenyl)-2-phenylimidazole,I,69.91,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,CC(C)(C)NS(=O)(=O)c1cncc(-c2cnc(-c3ccccc3)n2-c2ccc([N+](=O)[O-])cc2)c1
PnBu3 HBF4,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,1-(4-Nitrophenyl)-2-phenylimidazole,I,39.18,CCCCP(CCCC)CCCC,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,CC(C)(C)NS(=O)(=O)c1cncc(-c2cnc(-c3ccccc3)n2-c2ccc([N+](=O)[O-])cc2)c1
A-caPhos,1-Bromo-2-fluorobenzene,7,1-(4-Nitrophenyl)-2-phenylimidazole,I,15.18,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,Fc1ccccc1Br,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3F)cnc2-c2ccccc2)cc1
BrettPhos,1-Bromo-2-fluorobenzene,7,1-(4-Nitrophenyl)-2-phenylimidazole,I,0.68,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Fc1ccccc1Br,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3F)cnc2-c2ccccc2)cc1
CX-FBu,1-Bromo-2-fluorobenzene,7,1-(4-Nitrophenyl)-2-phenylimidazole,I,1.25,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,Fc1ccccc1Br,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3F)cnc2-c2ccccc2)cc1
CX-PICy,1-Bromo-2-fluorobenzene,7,1-(4-Nitrophenyl)-2-phenylimidazole,I,47.05,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,Fc1ccccc1Br,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3F)cnc2-c2ccccc2)cc1
Cy-DavePhos,1-Bromo-2-fluorobenzene,7,1-(4-Nitrophenyl)-2-phenylimidazole,I,24.68,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,Fc1ccccc1Br,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3F)cnc2-c2ccccc2)cc1
Cy-vBRIDP,1-Bromo-2-fluorobenzene,7,1-(4-Nitrophenyl)-2-phenylimidazole,I,25.76,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,Fc1ccccc1Br,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3F)cnc2-c2ccccc2)cc1
Kwong,1-Bromo-2-fluorobenzene,7,1-(4-Nitrophenyl)-2-phenylimidazole,I,8.83,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,Fc1ccccc1Br,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3F)cnc2-c2ccccc2)cc1
MeO-KITPHOS,1-Bromo-2-fluorobenzene,7,1-(4-Nitrophenyl)-2-phenylimidazole,I,23.38,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,Fc1ccccc1Br,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3F)cnc2-c2ccccc2)cc1
P(o-Anis)3,1-Bromo-2-fluorobenzene,7,1-(4-Nitrophenyl)-2-phenylimidazole,I,13.02,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,Fc1ccccc1Br,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3F)cnc2-c2ccccc2)cc1
Et-PhenCar-Phos,1-Bromo-2-fluorobenzene,7,1-(4-Nitrophenyl)-2-phenylimidazole,I,60.05,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,Fc1ccccc1Br,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3F)cnc2-c2ccccc2)cc1
JackiePhos,1-Bromo-2-fluorobenzene,7,1-(4-Nitrophenyl)-2-phenylimidazole,I,60.12,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Fc1ccccc1Br,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3F)cnc2-c2ccccc2)cc1
"P(3,5-CF3-Ph)3",1-Bromo-2-fluorobenzene,7,1-(4-Nitrophenyl)-2-phenylimidazole,I,47.42,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,Fc1ccccc1Br,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3F)cnc2-c2ccccc2)cc1
P(fur)3,1-Bromo-2-fluorobenzene,7,1-(4-Nitrophenyl)-2-phenylimidazole,I,32.29,c1coc(P(c2ccco2)c2ccco2)c1,Fc1ccccc1Br,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3F)cnc2-c2ccccc2)cc1
Ph-PhenCar-Phos,1-Bromo-2-fluorobenzene,7,1-(4-Nitrophenyl)-2-phenylimidazole,I,13.46,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,Fc1ccccc1Br,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3F)cnc2-c2ccccc2)cc1
PPh2Me,1-Bromo-2-fluorobenzene,7,1-(4-Nitrophenyl)-2-phenylimidazole,I,9.39,CP(c1ccccc1)c1ccccc1,Fc1ccccc1Br,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3F)cnc2-c2ccccc2)cc1
PPhtBu2,1-Bromo-2-fluorobenzene,7,1-(4-Nitrophenyl)-2-phenylimidazole,I,6.28,CC(C)(C)P(c1ccccc1)C(C)(C)C,Fc1ccccc1Br,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3F)cnc2-c2ccccc2)cc1
tBPh-CPhos,1-Bromo-2-fluorobenzene,7,1-(4-Nitrophenyl)-2-phenylimidazole,I,31.67,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,Fc1ccccc1Br,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3F)cnc2-c2ccccc2)cc1
PPhMe2,1-Bromo-2-fluorobenzene,7,1-(4-Nitrophenyl)-2-phenylimidazole,I,7.66,CP(C)c1ccccc1,Fc1ccccc1Br,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3F)cnc2-c2ccccc2)cc1
Cy-BippyPhos,1-Bromo-2-fluorobenzene,7,1-(4-Nitrophenyl)-2-phenylimidazole,I,78.72,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,Fc1ccccc1Br,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3F)cnc2-c2ccccc2)cc1
PCy3 HBF4,1-Bromo-2-fluorobenzene,7,1-(4-Nitrophenyl)-2-phenylimidazole,I,14.58,C1(P(C2CCCCC2)C3CCCCC3)CCCCC1,Fc1ccccc1Br,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3F)cnc2-c2ccccc2)cc1
CgMe-PPh,1-Bromo-2-fluorobenzene,7,1-(4-Nitrophenyl)-2-phenylimidazole,I,60.49,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,Fc1ccccc1Br,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3F)cnc2-c2ccccc2)cc1
PPh3,1-Bromo-2-fluorobenzene,7,1-(4-Nitrophenyl)-2-phenylimidazole,I,23.56,c1ccc(P(c2ccccc2)c2ccccc2)cc1,Fc1ccccc1Br,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3F)cnc2-c2ccccc2)cc1
X-Phos,1-Bromo-2-fluorobenzene,7,1-(4-Nitrophenyl)-2-phenylimidazole,I,7.22,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Fc1ccccc1Br,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3F)cnc2-c2ccccc2)cc1
PnBu3 HBF4,1-Bromo-2-fluorobenzene,7,1-(4-Nitrophenyl)-2-phenylimidazole,I,7.05,CCCCP(CCCC)CCCC,Fc1ccccc1Br,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3F)cnc2-c2ccccc2)cc1
A-caPhos,1-Benzyl-5-bromo-1H-indole,9,1-(4-Nitrophenyl)-2-phenylimidazole,I,0.18,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1
BrettPhos,1-Benzyl-5-bromo-1H-indole,9,1-(4-Nitrophenyl)-2-phenylimidazole,I,0.52,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1
CX-FBu,1-Benzyl-5-bromo-1H-indole,9,1-(4-Nitrophenyl)-2-phenylimidazole,I,0.12,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1
CX-PICy,1-Benzyl-5-bromo-1H-indole,9,1-(4-Nitrophenyl)-2-phenylimidazole,I,60.7,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1
Cy-DavePhos,1-Benzyl-5-bromo-1H-indole,9,1-(4-Nitrophenyl)-2-phenylimidazole,I,63.7,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1
Cy-vBRIDP,1-Benzyl-5-bromo-1H-indole,9,1-(4-Nitrophenyl)-2-phenylimidazole,I,65.35,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1
Kwong,1-Benzyl-5-bromo-1H-indole,9,1-(4-Nitrophenyl)-2-phenylimidazole,I,45.41,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1
MeO-KITPHOS,1-Benzyl-5-bromo-1H-indole,9,1-(4-Nitrophenyl)-2-phenylimidazole,I,37.65,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1
P(o-Anis)3,1-Benzyl-5-bromo-1H-indole,9,1-(4-Nitrophenyl)-2-phenylimidazole,I,22.52,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1
Et-PhenCar-Phos,1-Benzyl-5-bromo-1H-indole,9,1-(4-Nitrophenyl)-2-phenylimidazole,I,46.94,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1
JackiePhos,1-Benzyl-5-bromo-1H-indole,9,1-(4-Nitrophenyl)-2-phenylimidazole,I,80.72,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1
"P(3,5-CF3-Ph)3",1-Benzyl-5-bromo-1H-indole,9,1-(4-Nitrophenyl)-2-phenylimidazole,I,50.23,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1
P(fur)3,1-Benzyl-5-bromo-1H-indole,9,1-(4-Nitrophenyl)-2-phenylimidazole,I,31.83,c1coc(P(c2ccco2)c2ccco2)c1,Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1
Ph-PhenCar-Phos,1-Benzyl-5-bromo-1H-indole,9,1-(4-Nitrophenyl)-2-phenylimidazole,I,50.29,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1
PPh2Me,1-Benzyl-5-bromo-1H-indole,9,1-(4-Nitrophenyl)-2-phenylimidazole,I,54.27,CP(c1ccccc1)c1ccccc1,Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1
PPhtBu2,1-Benzyl-5-bromo-1H-indole,9,1-(4-Nitrophenyl)-2-phenylimidazole,I,63.08,CC(C)(C)P(c1ccccc1)C(C)(C)C,Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1
tBPh-CPhos,1-Benzyl-5-bromo-1H-indole,9,1-(4-Nitrophenyl)-2-phenylimidazole,I,87.11,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1
PPhMe2,1-Benzyl-5-bromo-1H-indole,9,1-(4-Nitrophenyl)-2-phenylimidazole,I,5.23,CP(C)c1ccccc1,Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1
Cy-BippyPhos,1-Benzyl-5-bromo-1H-indole,9,1-(4-Nitrophenyl)-2-phenylimidazole,I,80.76,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1
PCy3 HBF4,1-Benzyl-5-bromo-1H-indole,9,1-(4-Nitrophenyl)-2-phenylimidazole,I,51.56,C1(P(C2CCCCC2)C3CCCCC3)CCCCC1,Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1
CgMe-PPh,1-Benzyl-5-bromo-1H-indole,9,1-(4-Nitrophenyl)-2-phenylimidazole,I,85.33,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1
PPh3,1-Benzyl-5-bromo-1H-indole,9,1-(4-Nitrophenyl)-2-phenylimidazole,I,51.96,c1ccc(P(c2ccccc2)c2ccccc2)cc1,Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1
X-Phos,1-Benzyl-5-bromo-1H-indole,9,1-(4-Nitrophenyl)-2-phenylimidazole,I,51.32,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1
PnBu3 HBF4,1-Benzyl-5-bromo-1H-indole,9,1-(4-Nitrophenyl)-2-phenylimidazole,I,29.9,CCCCP(CCCC)CCCC,Brc1ccc2c(ccn2Cc2ccccc2)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3ccc4c(ccn4Cc4ccccc4)c3)cnc2-c2ccccc2)cc1
A-caPhos,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(4-Nitrophenyl)-2-phenylimidazole,I,41.72,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1
BrettPhos,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(4-Nitrophenyl)-2-phenylimidazole,I,20.23,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1
CX-FBu,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(4-Nitrophenyl)-2-phenylimidazole,I,13.12,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1
CX-PICy,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(4-Nitrophenyl)-2-phenylimidazole,I,82.67,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1
Cy-DavePhos,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(4-Nitrophenyl)-2-phenylimidazole,I,80.74,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1
Cy-vBRIDP,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(4-Nitrophenyl)-2-phenylimidazole,I,85.22,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1
Kwong,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(4-Nitrophenyl)-2-phenylimidazole,I,45.66,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1
MeO-KITPHOS,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(4-Nitrophenyl)-2-phenylimidazole,I,87.41,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1
P(o-Anis)3,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(4-Nitrophenyl)-2-phenylimidazole,I,13.73,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1
Et-PhenCar-Phos,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(4-Nitrophenyl)-2-phenylimidazole,I,91.69,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1
JackiePhos,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(4-Nitrophenyl)-2-phenylimidazole,I,65.65,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1
"P(3,5-CF3-Ph)3",3-Bromo-5-(trifluoromethyl)pyridine,10,1-(4-Nitrophenyl)-2-phenylimidazole,I,94.95,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,FC(F)(F)c1cncc(Br)c1,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,O=[N+]([O-])c1ccc(-n2c(-c3cncc(C(F)(F)F)c3)cnc2-c2ccccc2)cc1
