ligand,electrophile,electrophile_pci_name,nucleophile,nucleophile_pci_name,yield,ligand_smiles,electrophile_smiles,nucleophile_smiles,product_smiles
CX-FBu,1-Benzyl-5-bromo-1H-indole,9,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,1.31,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1
CX-PICy,1-Benzyl-5-bromo-1H-indole,9,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,52.65,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1
Cy-DavePhos,1-Benzyl-5-bromo-1H-indole,9,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,86.42,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1
Cy-vBRIDP,1-Benzyl-5-bromo-1H-indole,9,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,74.59,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1
Kwong,1-Benzyl-5-bromo-1H-indole,9,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,60.33,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1
MeO-KITPHOS,1-Benzyl-5-bromo-1H-indole,9,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,28.61,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1
P(o-Anis)3,1-Benzyl-5-bromo-1H-indole,9,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,21.08,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1
Et-PhenCar-Phos,1-Benzyl-5-bromo-1H-indole,9,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,75.03,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1
JackiePhos,1-Benzyl-5-bromo-1H-indole,9,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,95.69,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1
"P(3,5-CF3-Ph)3",1-Benzyl-5-bromo-1H-indole,9,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,36.78,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1
P(fur)3,1-Benzyl-5-bromo-1H-indole,9,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,16.0,c1coc(P(c2ccco2)c2ccco2)c1,Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1
Ph-PhenCar-Phos,1-Benzyl-5-bromo-1H-indole,9,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,65.09,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1
PPh2Me,1-Benzyl-5-bromo-1H-indole,9,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,32.67,CP(c1ccccc1)c1ccccc1,Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1
PPhtBu2,1-Benzyl-5-bromo-1H-indole,9,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,5.55,CC(C)(C)P(c1ccccc1)C(C)(C)C,Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1
tBPh-CPhos,1-Benzyl-5-bromo-1H-indole,9,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,98.6,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1
PPhMe2,1-Benzyl-5-bromo-1H-indole,9,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,2.34,CP(C)c1ccccc1,Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1
Cy-BippyPhos,1-Benzyl-5-bromo-1H-indole,9,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,95.25,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1
PCy3 HBF4,1-Benzyl-5-bromo-1H-indole,9,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,81.2,C1(P(C2CCCCC2)C3CCCCC3)CCCCC1,Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1
CgMe-PPh,1-Benzyl-5-bromo-1H-indole,9,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,99.03,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1
PPh3,1-Benzyl-5-bromo-1H-indole,9,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,73.92,c1ccc(P(c2ccccc2)c2ccccc2)cc1,Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1
X-Phos,1-Benzyl-5-bromo-1H-indole,9,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,80.21,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1
PnBu3 HBF4,1-Benzyl-5-bromo-1H-indole,9,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,2.79,CCCCP(CCCC)CCCC,Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1
A-caPhos,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,79.39,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,FC(F)(F)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2cncc(C(F)(F)F)c2)cnc1-c1ccccc1
BrettPhos,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,32.3,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,FC(F)(F)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2cncc(C(F)(F)F)c2)cnc1-c1ccccc1
CX-FBu,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,13.91,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,FC(F)(F)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2cncc(C(F)(F)F)c2)cnc1-c1ccccc1
CX-PICy,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,82.74,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,FC(F)(F)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2cncc(C(F)(F)F)c2)cnc1-c1ccccc1
Cy-DavePhos,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,89.02,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,FC(F)(F)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2cncc(C(F)(F)F)c2)cnc1-c1ccccc1
Cy-vBRIDP,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,91.09,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,FC(F)(F)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2cncc(C(F)(F)F)c2)cnc1-c1ccccc1
Kwong,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,90.98,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,FC(F)(F)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2cncc(C(F)(F)F)c2)cnc1-c1ccccc1
MeO-KITPHOS,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,90.62,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,FC(F)(F)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2cncc(C(F)(F)F)c2)cnc1-c1ccccc1
P(o-Anis)3,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,0.47,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,FC(F)(F)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2cncc(C(F)(F)F)c2)cnc1-c1ccccc1
Et-PhenCar-Phos,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,94.59,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,FC(F)(F)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2cncc(C(F)(F)F)c2)cnc1-c1ccccc1
JackiePhos,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,87.2,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,FC(F)(F)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2cncc(C(F)(F)F)c2)cnc1-c1ccccc1
"P(3,5-CF3-Ph)3",3-Bromo-5-(trifluoromethyl)pyridine,10,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,87.43,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,FC(F)(F)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2cncc(C(F)(F)F)c2)cnc1-c1ccccc1
P(fur)3,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,94.4,c1coc(P(c2ccco2)c2ccco2)c1,FC(F)(F)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2cncc(C(F)(F)F)c2)cnc1-c1ccccc1
Ph-PhenCar-Phos,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,15.98,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,FC(F)(F)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2cncc(C(F)(F)F)c2)cnc1-c1ccccc1
PPh2Me,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,93.52,CP(c1ccccc1)c1ccccc1,FC(F)(F)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2cncc(C(F)(F)F)c2)cnc1-c1ccccc1
PPhtBu2,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,93.89,CC(C)(C)P(c1ccccc1)C(C)(C)C,FC(F)(F)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2cncc(C(F)(F)F)c2)cnc1-c1ccccc1
tBPh-CPhos,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,94.16,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,FC(F)(F)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2cncc(C(F)(F)F)c2)cnc1-c1ccccc1
PPhMe2,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,93.27,CP(C)c1ccccc1,FC(F)(F)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2cncc(C(F)(F)F)c2)cnc1-c1ccccc1
Cy-BippyPhos,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,92.41,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,FC(F)(F)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2cncc(C(F)(F)F)c2)cnc1-c1ccccc1
PCy3 HBF4,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,47.97,C1(P(C2CCCCC2)C3CCCCC3)CCCCC1,FC(F)(F)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2cncc(C(F)(F)F)c2)cnc1-c1ccccc1
CgMe-PPh,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,93.17,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,FC(F)(F)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2cncc(C(F)(F)F)c2)cnc1-c1ccccc1
PPh3,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,91.99,c1ccc(P(c2ccccc2)c2ccccc2)cc1,FC(F)(F)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2cncc(C(F)(F)F)c2)cnc1-c1ccccc1
X-Phos,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,93.23,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,FC(F)(F)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2cncc(C(F)(F)F)c2)cnc1-c1ccccc1
PnBu3 HBF4,3-Bromo-5-(trifluoromethyl)pyridine,10,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,94.2,CCCCP(CCCC)CCCC,FC(F)(F)c1cncc(Br)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2cncc(C(F)(F)F)c2)cnc1-c1ccccc1
A-caPhos,2-Acetyl-5-bromothiophene,2,1-Methyl-1H-imidazole-4-carbonitrile,C,70.8,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1
BrettPhos,2-Acetyl-5-bromothiophene,2,1-Methyl-1H-imidazole-4-carbonitrile,C,18.45,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1
CX-FBu,2-Acetyl-5-bromothiophene,2,1-Methyl-1H-imidazole-4-carbonitrile,C,0.55,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1
CX-PICy,2-Acetyl-5-bromothiophene,2,1-Methyl-1H-imidazole-4-carbonitrile,C,40.27,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1
Cy-DavePhos,2-Acetyl-5-bromothiophene,2,1-Methyl-1H-imidazole-4-carbonitrile,C,58.37,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1
Cy-vBRIDP,2-Acetyl-5-bromothiophene,2,1-Methyl-1H-imidazole-4-carbonitrile,C,59.26,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1
Kwong,2-Acetyl-5-bromothiophene,2,1-Methyl-1H-imidazole-4-carbonitrile,C,58.98,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1
MeO-KITPHOS,2-Acetyl-5-bromothiophene,2,1-Methyl-1H-imidazole-4-carbonitrile,C,59.31,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1
P(o-Anis)3,2-Acetyl-5-bromothiophene,2,1-Methyl-1H-imidazole-4-carbonitrile,C,25.86,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1
Et-PhenCar-Phos,2-Acetyl-5-bromothiophene,2,1-Methyl-1H-imidazole-4-carbonitrile,C,55.79,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1
JackiePhos,2-Acetyl-5-bromothiophene,2,1-Methyl-1H-imidazole-4-carbonitrile,C,59.96,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1
"P(3,5-CF3-Ph)3",2-Acetyl-5-bromothiophene,2,1-Methyl-1H-imidazole-4-carbonitrile,C,54.7,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1
P(fur)3,2-Acetyl-5-bromothiophene,2,1-Methyl-1H-imidazole-4-carbonitrile,C,52.41,c1coc(P(c2ccco2)c2ccco2)c1,CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1
Ph-PhenCar-Phos,2-Acetyl-5-bromothiophene,2,1-Methyl-1H-imidazole-4-carbonitrile,C,63.59,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1
PPh2Me,2-Acetyl-5-bromothiophene,2,1-Methyl-1H-imidazole-4-carbonitrile,C,60.97,CP(c1ccccc1)c1ccccc1,CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1
PPhtBu2,2-Acetyl-5-bromothiophene,2,1-Methyl-1H-imidazole-4-carbonitrile,C,61.46,CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1
tBPh-CPhos,2-Acetyl-5-bromothiophene,2,1-Methyl-1H-imidazole-4-carbonitrile,C,60.03,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1
PPhMe2,2-Acetyl-5-bromothiophene,2,1-Methyl-1H-imidazole-4-carbonitrile,C,62.0,CP(C)c1ccccc1,CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1
Cy-BippyPhos,2-Acetyl-5-bromothiophene,2,1-Methyl-1H-imidazole-4-carbonitrile,C,54.78,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1
PCy3 HBF4,2-Acetyl-5-bromothiophene,2,1-Methyl-1H-imidazole-4-carbonitrile,C,72.83,C1(P(C2CCCCC2)C3CCCCC3)CCCCC1,CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1
CgMe-PPh,2-Acetyl-5-bromothiophene,2,1-Methyl-1H-imidazole-4-carbonitrile,C,62.24,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1
PPh3,2-Acetyl-5-bromothiophene,2,1-Methyl-1H-imidazole-4-carbonitrile,C,75.2,c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1
X-Phos,2-Acetyl-5-bromothiophene,2,1-Methyl-1H-imidazole-4-carbonitrile,C,39.56,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1
PnBu3 HBF4,2-Acetyl-5-bromothiophene,2,1-Methyl-1H-imidazole-4-carbonitrile,C,59.75,CCCCP(CCCC)CCCC,CC(=O)c1ccc(Br)s1,Cn1cnc(C#N)c1,CC(=O)c1ccc(-c2c(C#N)ncn2C)s1
A-caPhos,5-Bromobenzofuran,3,1-Methyl-1H-imidazole-4-carbonitrile,C,40.95,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,Brc1ccc2occc2c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccc2occc2c1
BrettPhos,5-Bromobenzofuran,3,1-Methyl-1H-imidazole-4-carbonitrile,C,13.28,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Brc1ccc2occc2c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccc2occc2c1
CX-FBu,5-Bromobenzofuran,3,1-Methyl-1H-imidazole-4-carbonitrile,C,4.36,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,Brc1ccc2occc2c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccc2occc2c1
CX-PICy,5-Bromobenzofuran,3,1-Methyl-1H-imidazole-4-carbonitrile,C,40.93,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,Brc1ccc2occc2c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccc2occc2c1
Cy-DavePhos,5-Bromobenzofuran,3,1-Methyl-1H-imidazole-4-carbonitrile,C,40.05,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,Brc1ccc2occc2c1,Cn1cnc(C#N)c1,Cn1cnc(C#N)c1-c1ccc2occc2c1
